ImageId,PredictionString
ID_d25e0d5ab,8 0.188535 -0.0268823 -3.12759 11.4551 4.92976 19.1032 35 0.146821 -0.0761539 -3.06625 9.13324 6.46948 27.814 31 -0.0470035 -3.08354 -3.0721 0.744471 6.64492 33.1031 35 0.154916 2.9404 -3.10853 -1.72745 8.25927 42.215 37 0.141851 2.96772 -3.1091 -3.83316 8.9122 47.7297 35 0.141206 2.92325 -3.11982 -4.54888 7.01292 34.2793 27 0.186309 2.97278 3.12266 -9.87073 4.22576 19.1966 19 0.176563 3.04682 -3.08682 4.24907 11.917 62.8643 46 0.146821 0.472136 -3.06625 16.4417 11.3193 53.2922 46 0.176565 0.225085 -3.08683 15.8458 17.9508 94.1386 46 0.186312 3.07132 3.12266 -8.17756 2.88162 10.079 2 0.146821 -0.108803 -3.06625 17.3762 12.2168 63.0141 16 0.146821 -0.291469 -3.06625 19.5814 14.2034 74.2158 16 0.176565 -0.214109 -3.08682 22.8793 20.9559 114.454 61 0.184775 -1.19707 3.14033 29.0074 31.8085 175.833 46 0.154913 2.98288 -3.10853 -0.894059 15.2139 83.271
ID_3f2837eab,31 0.14721 -2.7359 -3.0892 -8.70586 3.49487 14.8601 35 0.149652 3.12954 -3.12509 -5.11727 3.95238 15.7467 37 0.144621 -2.373 -3.1317 -13.2195 5.87013 28.1847 76 0.0959751 3.12904 -3.11528 -5.47955 5.84601 26.0255 66 0.156256 0.00581895 -3.10683 3.68617 5.84675 24.8084 40 0.19863 -0.83843 3.14006 22.4028 7.66487 34.3339 28 0.0645646 -0.777658 3.06324 22.0089 7.96428 37.4862 76 0.156407 -0.851864 -3.12629 23.8287 9.54318 44.1089 37 0.147057 -0.965497 -3.13517 21.5713 11.2481 55.8914 35 0.273708 0.237892 -3.1045 -6.03836 8.78787 45.7281 71 0.117604 -3.09655 3.12007 -12.9394 9.83857 54.1142 47 0.147143 -3.02223 -3.089 -6.04524 2.64256 6.54261 2 0.144624 -2.37339 -3.1317 -7.8839 4.5028 20.8247 16 0.19863 -0.72486 3.14006 21.1562 6.91006 28.8504 16 0.156408 -1.04518 -3.1263 20.0842 8.66087 40.6583 16 0.147057 -1.06975 -3.13517 22.777 10.7871 52.6702 16 0.147057 -0.91415 -3.13518 21.0407 11.6473 58.6106 16 0.147059 2.46533 -3.13517 17.3267 12.1044 63.1171 47 0.0960379 3.13165 -3.11551 -11.738 11.4725 61.1757 16 0.117598 3.126 3.12007 -17.2977 11.6726 64.4785 6 0.095554 3.12809 -3.11377 -11.3683 11.7104 64.5219 16 0.156257 -0.00338203 -3.10682 2.44445 11.333 60.6251 46 0.156256 0.00581895 -3.10683 1.94913 14.8801 82.6697
ID_535507fb7,28 0.178478 -3.09087 3.13918 -24.5078 11.6358 69.29 35 0.139165 0.614879 -3.10907 10.9941 15.8461 85.8487 28 0.148254 0.170787 -3.107 7.01064 15.0249 81.6988 54 0.177703 3.12026 3.12467 -16.12 4.60421 21.7602 46 0.178484 -3.11571 3.13918 -10.1928 5.90775 29.7841 46 0.178483 3.09751 3.13918 -31.2377 19.2474 117.283 25 0.138967 0.0290313 -3.10823 11.729 7.96268 37.8104 16 0.138967 -0.133342 -3.10823 11.7746 8.64126 42.8328
ID_db087c1f9,61 0.126578 0.0466772 -3.1173 2.38705 3.35075 13.4563 56 0.178177 0.0421237 -3.08682 0.998951 7.69849 39.9751 28 0.116572 0.0518863 -3.12285 15.4909 8.45129 30.8067 28 0.0884515 0.45684 -3.10616 15.1818 11.5046 51.8503 71 0.143856 0.0672543 -3.10477 9.32393 15.9416 84.9956 2 0.178177 0.071126 -3.08682 -1.57732 13.6742 77.201 2 0.143854 1.05361 -3.10476 13.6986 24.0548 140.704 16 0.178177 0.0680261 -3.08681 1.05068 18.1071 105.042 16 0.178177 0.0259266 -3.08682 -2.63038 16.021 92.0929
ID_4039515ca,8 0.174851 0.0300885 -3.14048 -19.8008 6.83545 43.5893 28 0.117965 0.140958 -3.11712 -20.7689 10.488 67.1486 28 0.163337 0.032969 -3.04553 -5.09791 4.73962 22.3186 2 0.174851 0.0323027 -3.14047 -29.0983 5.94597 40.6629 61 0.173559 8.01203e-05 -3.12023 -24.0809 8.53156 56.0908 46 0.163336 -0.0031016 -3.04554 -28.2343 20.7073 134.689 16 0.163336 0.0720973 -3.04553 -7.77208 12.3283 73.8685 16 0.163336 0.0971376 -3.04553 -6.37876 15.2413 90.5584
ID_d893fecfb,40 0.138778 0.0817858 -3.08039 -0.781376 4.60254 19.2906 16 0.136114 0.258533 -3.08374 -4.97066 10.7415 59.3088 37 0.152721 0.300014 -3.10508 -10.0039 14.319 81.9433 16 0.138777 0.202437 -3.08039 -0.305483 5.93112 27.672
ID_37dd679dc,35 0.151033 3.02769 -3.11298 -33.2494 9.47655 56.167 8 0.154423 3.0988 -3.10566 -29.109 11.741 71.3304 61 0.122989 -0.0748843 -3.11282 16.1743 13.8148 74.0401 16 0.122989 -0.143934 -3.11281 21.0336 27.096 154.013 46 0.122989 -0.95719 -3.11281 23.2872 9.59586 44.6847 6 0.123457 -3.09276 -3.11489 41.6365 15.8516 81.8292 46 0.154419 -3.07845 -3.10566 -35.4081 19.7243 120.299
ID_e4cabd9df,54 0.149914 0.0571499 -3.11809 1.66203 6.48546 29.8933 28 0.148303 0.0049467 -3.08262 -2.05626 4.38398 19.2673 9 0.148133 -0.0111304 -3.01966 -26.6936 8.10822 52.699 66 0.145007 0.044534 -3.07604 -28.6246 13.5661 86.2451 16 0.149914 -0.0370163 -3.1181 -0.822566 13.0402 74.4643 16 0.145008 0.00789861 -3.07604 -11.4538 5.91715 32.979 16 0.145008 0.0155357 -3.07604 -21.1355 13.0503 80.9246 46 0.145007 -0.153675 -3.07604 -26.5164 21.1031 131.427 8 0.142812 -0.233518 -3.07136 -23.7285 24.1184 151.438
ID_45fe155d6,9 0.0476618 3.11202 3.08796 -20.0337 6.5147 37.64 35 0.141061 -3.13613 -3.13987 -8.20534 4.22005 18.9638 35 0.137672 3.12051 3.12352 -8.23563 5.57326 27.8171 60 0.0665351 -3.05889 -3.10963 -8.55764 7.15536 41.4418 70 0.139464 -0.002307 -3.10275 -3.48985 5.16039 24.3795 27 0.0726749 0.0560223 3.13719 0.477211 4.26851 18.8999 71 0.172746 0.0695385 -3.12312 5.99086 5.87225 25.9079 35 0.177452 -0.0165912 -3.06946 5.09259 5.84145 28.2587 2 0.141056 -0.0530994 -3.13987 -3.60889 2.11199 4.16522 46 0.0476641 3.09642 3.08796 -9.48213 3.34439 12.2777 16 0.0476595 -3.11042 3.08796 -9.20892 3.00456 13.3902 16 0.0726749 0.0347429 3.13719 -0.339565 6.26725 32.8123 6 0.0726889 0.157564 3.13743 -1.79396 8.64155 48.018 51 0.0726971 -0.0282647 3.13757 -3.81481 10.844 64.4139 16 0.0726749 -0.0167212 3.13719 -0.524145 12.4579 73.1374 16 0.0726749 0.043953 3.13719 3.32491 9.49267 52.9479 47 0.178382 2.06691 -3.07181 10.3235 13.7517 79.5247 46 0.072675 -0.0539799 3.13719 5.56925 12.2773 70.3559 2 0.0726749 -0.104568 3.13719 1.15986 17.5157 109.761
ID_dd6592d06,25 0.109531 0.0147307 -3.10864 -3.57938 3.38924 14.3499 66 0.145359 -0.0253142 -3.08642 -3.70468 6.23595 31.762 9 0.141408 -0.0321098 3.0995 -31.6821 11.1299 72.279 35 0.140188 3.13331 3.12423 -35.6746 10.2247 70.3366 35 0.0950426 -3.14121 -3.12129 -43.2393 11.2901 79.2416 25 0.0738618 3.05132 -3.09602 -60.628 12.3961 92.8918 16 0.0867553 -3.1285 -3.09885 -40.3731 8.18385 56.8225 37 0.0990775 -0.0317178 -3.11897 -20.1489 14.5683 101.22 16 0.145359 0.0615249 -3.08642 -3.47435 9.32089 53.1582 16 0.145359 0.0170569 -3.08642 -0.521152 9.69589 56.1903 16 0.14536 -0.0106415 -3.08642 -3.677 12.1313 76.1546 46 0.14536 0.122343 -3.08642 -5.06596 19.3165 134.297 46 0.145359 0.040495 -3.08642 -1.23527 17.3787 112.363 46 0.0867585 -1.37854 -3.09885 -34.8775 10.0186 51.6266 46 0.0990775 -0.174608 -3.11897 -29.6527 21.9542 168.644
ID_a15cf6f97,28 0.12297 0.0996578 -3.09902 -14.4622 4.8623 26.1636 27 0.255901 0.731112 3.11887 -31.3157 11.1122 69.6087 37 0.134843 -3.01126 -3.10053 -19.0708 7.65536 45.9281 9 0.141741 -3.01702 -3.08227 -22.5235 9.68717 59.9471 7 0.148192 0.509667 -3.1165 -12.1293 6.03791 35.9699 28 0.129914 0.0427947 -3.07715 -10.2995 5.97932 32.5443 43 0.104269 -3.00778 -3.04343 -18.9719 11.0721 68.9257 2 0.127765 0.0110344 -3.09367 -6.63203 5.54367 29.5655 37 0.119445 0.486664 -3.07754 -1.74025 9.06882 50.4814 43 0.144255 0.0461384 -3.11704 5.30044 10.8424 59.0648 14 0.119166 3.10553 -3.07971 12.952 9.81063 51.5156 70 0.142318 0.0113762 -3.07995 16.9751 10.5398 54.743 76 0.115933 -0.100826 -3.11803 26.8496 11.5589 57.8623 16 0.12297 0.0501877 -3.09902 -12.3666 3.50334 17.3908 46 0.104265 -3.07538 -3.04343 -20.2431 10.8407 66.0532 6 0.10691 -3.05351 -3.04632 -16.0125 9.12726 54.5833 16 0.104266 0.0608269 -3.04343 -10.4251 7.25157 43.7454 46 0.127765 0.0995763 -3.09366 -7.4274 9.63016 56.3355 46 0.127769 -1.66005 -3.09366 -16.9458 15.0975 91.6439 16 0.144256 0.145501 -3.11704 4.41009 11.2672 62.8824 2 0.144256 0.0996679 -3.11703 4.16618 12.6795 72.5231 61 0.123877 0.481988 -3.08982 20.0385 17.7754 99.86 46 0.142318 0.652785 -3.07995 31.6713 17.5122 90.4955 16 0.115931 1.42254 -3.11802 19.2126 7.58659 35.0181 16 0.115933 1.29544 -3.11803 18.0997 6.39605 28.8182 7 0.116068 1.28703 -3.11869 21.4327 7.29051 32.1126
ID_a7ee4f05e,9 0.138384 0.399592 -3.10618 -4.05466 5.12451 26.2161 51 0.163553 0.440254 -3.09995 -12.6745 8.09112 46.6792 47 0.123574 -2.7076 -3.06538 -9.50281 4.18567 20.0042 16 0.138383 0.44719 -3.10618 -0.257196 5.78364 28.0026 16 0.123575 -2.69688 -3.06538 -16.4588 4.5595 27.3688 16 0.163552 0.421662 -3.09994 -36.7171 15.1729 101.073
ID_ac747b452,12 0.157411 3.11577 -3.08201 -9.04687 9.70446 53.2753 28 0.16909 0.0093985 -3.09889 4.31042 7.18348 32.5023 35 0.180739 1.08787 3.12808 7.32585 4.81316 18.0309 71 0.142811 -3.07843 -3.08224 -8.3453 6.55298 34.9907 50 0.080292 -3.04045 -3.06985 -8.78889 5.24321 27.222 16 0.0802906 3.07056 -3.06985 -4.635 2.20083 6.32445 46 0.0802896 1.3459 -3.06986 -25.5657 6.21712 37.5112 16 0.180738 0.777085 3.12808 6.54922 4.6209 18.4819
ID_bd9023bd8,70 0.142515 -0.0591263 -3.07262 4.04667 3.22589 9.79492 40 0.118527 -0.00446566 -3.059 3.49988 4.3684 18.3094 16 0.118528 -1.07875 -3.059 -13.9783 7.48387 46.655 16 0.118526 2.08548 -3.059 -15.8221 10.2306 65.8944
ID_e8b843d9f,9 0.175588 0.088168 -3.05358 -0.0318097 9.29609 49.8 18 0.140108 0.0676878 -3.10541 9.87728 5.78482 23.3054 35 0.16666 0.0329343 -3.06206 8.52586 6.11999 26.6598 61 0.13754 -1.33396 -3.11617 6.25055 5.65572 26.9243 25 0.150902 -3.14014 3.13123 -24.0524 8.42828 50.2834 35 0.137337 3.07908 -3.07866 -22.4916 8.67274 52.5712 66 0.14402 -3.12829 3.1349 -25.5749 11.1879 66.9942 20 0.124531 3.11253 -3.04337 -25.1449 11.905 71.8524 76 0.121263 3.09004 3.13811 -24.8907 12.7043 77.3185 8 0.119688 3.13306 -3.02537 -26.9975 14.6859 90.2763 35 0.15898 3.13533 -3.09162 -24.9383 14.5912 88.8464 16 0.175588 -0.112116 -3.05358 3.25714 8.28233 42.6257 16 0.175589 0.00385411 -3.05358 8.78652 14.8445 83.0027 46 0.175588 0.0212837 -3.05359 -4.19455 28.2454 171.373 16 0.175587 3.13361 -3.05358 -8.74342 13.0465 77.603 16 0.158973 3.06417 -3.09162 -25.9628 16.0845 98.7888 70 0.154858 3.09379 -3.07995 -27.4606 18.1667 112.546
ID_2c815c0d1,28 0.165722 -0.0104702 -3.0958 2.765 6.21306 29.9704 43 0.0800779 0.176225 3.04818 6.67686 3.6496 12.3582 16 0.165722 0.00973967 -3.0958 -0.858321 7.52488 40.6259 16 0.165722 0.100723 -3.0958 6.67057 9.6225 51.1432 16 0.165722 -0.017988 -3.0958 13.5255 12.224 60.44 2 0.165722 0.170537 -3.0958 18.1572 15.7063 79.4219
ID_6ba41e30c,8 0.250349 -0.0790097 -2.97947 4.74177 3.10218 9.747 37 0.146152 -0.00486118 -3.04066 5.11182 4.47191 16.5822 28 0.152216 0.00198893 -3.05658 5.02739 5.3866 22.5229 31 0.136862 -3.13898 -3.08121 -8.46436 11.9548 68.5065 19 0.152867 -3.11694 -3.12567 -8.72172 9.32137 51.4761 8 0.138581 -3.11158 -3.14012 -8.75249 7.45077 40.4386 54 0.150808 -3.1199 3.1123 -9.3024 6.89913 35.7341 71 0.183624 3.13199 3.09592 -8.95074 5.56716 27.7665 35 0.159397 3.06714 3.1156 -9.21686 4.96043 22.6543 16 0.152216 -0.0350962 -3.05659 4.61749 8.79244 46.0656 16 0.152216 -0.00624608 -3.05658 0.468319 7.72185 40.3546 16 0.136862 3.13762 -3.08121 -8.03984 9.69257 54.4197 2 0.159395 2.06782 3.1156 -19.9251 7.07521 37.6323
ID_3282e2c6e,9 0.167224 0.231824 -3.07441 3.3736 6.95974 34.1508 7 0.130036 -3.09221 3.11822 -4.763 3.19385 12.6509 16 0.130032 -2.74833 3.11822 -15.6237 9.29164 52.1595 2 0.130031 0.123953 3.11823 -6.18793 9.48627 52.3998 2 0.130031 0.569608 3.11823 -12.1866 12.7392 73.8963
ID_38adf5c8e,35 0.134899 2.11544 -3.13521 10.1246 5.6263 23.6833 35 0.151147 2.06956 -3.11251 8.00856 5.97347 26.3871 70 0.149333 -0.272114 -3.13389 -40.6429 13.0758 86.7741 46 0.134901 2.04069 -3.1352 13.1499 6.52199 29.8745 16 0.149333 0.522944 -3.13389 -40.4151 8.20135 58.2355
ID_e9e9f4666,66 0.15127 0.00131072 -3.0663 -3.39074 4.28778 18.3793 66 0.149054 -0.0607015 -3.08233 -2.48583 9.29955 50.2735 28 0.15127 0.00131072 -3.0663 -24.2628 12.0066 74.7577 40 0.156314 -0.0229243 3.13622 -23.5035 15.4608 97.764 16 0.149054 0.064202 -3.08234 -2.74003 12.3994 71.0767 46 0.207872 -0.63352 -3.12043 -15.6281 7.20263 41.9701
ID_107e36e46,28 0.14493 -2.44216 -3.12632 13.9488 5.57053 23.1973 56 0.1491 0.250856 -3.07597 6.61115 4.53934 17.8777 16 0.187271 0.150882 -3.10436 5.08305 4.8433 20.1879 51 0.173161 0.0990741 -3.09997 5.71361 6.95773 31.9336 16 0.161034 0.132803 -3.09585 3.86515 6.59938 31.3797 61 0.207816 0.187694 -3.03332 3.04769 9.02167 45.995 25 0.170043 0.143574 -3.10032 -1.02745 4.32975 18.0855 54 0.101348 0.22471 -3.06102 -7.38368 11.4722 63.4862 8 0.150973 -3.04684 -3.06054 -25.1191 11.3309 68.9138 23 0.138052 -3.03901 -3.02609 -25.6828 8.15532 46.9073 70 0.134222 -3.13965 -3.04891 -24.087 6.68167 39.0478 16 0.144933 0.206091 -3.12632 8.0941 3.94076 12.5148 46 0.144937 -2.59016 -3.12633 17.3731 7.42449 35.0671 16 0.207815 0.100308 -3.03331 3.57855 7.85468 38.0556 16 0.207815 0.159015 -3.03332 2.06752 9.50451 48.8478 16 0.207815 0.433069 -3.03331 0.796482 9.29121 48.9069 16 0.207815 -0.0606757 -3.03332 0.368026 10.9085 59.9897 16 0.207816 0.135159 -3.03332 -0.822375 6.9578 34.3457 2 0.101348 0.285433 -3.06102 -9.0622 9.22983 55.7023 16 0.101348 0.171501 -3.06102 -6.58094 6.15429 34.0109 16 0.150967 -1.83865 -3.06054 -35.086 16.6368 103.633 2 0.134216 -3.13193 -3.04891 -20.8697 5.08822 29.0209 47 0.141737 -3.05668 -3.06091 -18.0591 4.81185 24.0777
ID_212f2ea9c,71 0.130057 -3.13245 -3.1227 -8.89943 3.3447 16.1234 28 0.282112 1.22376 3.00255 -11.9758 3.34489 17.8218 71 0.133322 -0.0441439 -3.09849 -3.61984 5.86717 34.0219 28 0.129487 0.0534818 -3.10488 0.705956 4.76722 24.6805 16 0.130057 -3.12603 -3.1227 -10.3596 3.6643 21.1878 16 0.13005 3.11572 -3.1227 -10.0626 4.27296 27.6001 16 0.133321 -3.12843 -3.09848 -10.4046 6.8381 47.347 16 0.129486 -0.000147207 -3.10489 -0.810239 6.44779 39.5193 16 0.129486 -1.20414 -3.10488 10.9418 7.23437 46.063 16 0.129486 -0.079977 -3.10489 20.7389 11.5867 75.437
ID_2f1ea56de,28 0.158732 -0.0253945 -3.05403 -3.61372 3.66115 14.0471 46 0.158732 0.032667 -3.05403 -2.95859 8.05816 42.1663 16 0.158732 0.0237072 -3.05403 0.632891 7.97671 40.4606
ID_ac29cbfea,16 0.153025 0.0196339 -3.10401 11.6584 5.21581 21.1964 7 0.109773 -0.00711553 -3.05491 3.1396 5.36982 25.6177 18 0.173822 0.0182599 -3.10029 4.7656 5.06423 19.4929 50 0.205207 -0.00947425 -3.0923 -2.89335 2.56685 7.99195 51 0.0253363 -0.180965 3.13868 -2.96263 7.28351 37.8453 31 0.158269 3.08682 -3.08415 -17.9411 6.15797 32.5319 35 0.153603 2.96824 -3.10688 -19.6125 8.55389 46.8379 16 0.153025 -0.0382468 -3.10401 11.4929 4.28797 15.5949 16 0.153026 0.0886977 -3.10401 14.9825 7.80638 33.9897 16 0.153025 0.0618473 -3.10401 11.2119 6.53273 30.1057 46 0.173821 0.194996 -3.10029 16.1874 12.4303 61.3395 16 0.173821 0.0395294 -3.10029 12.1794 12.1008 63.0675 16 0.0253362 0.0088032 3.13868 -2.87602 8.65217 48.58 16 0.0253363 0.0622479 3.13867 -3.39033 12.3786 71.9035 46 0.153599 -3.13455 -3.10688 -29.4691 11.187 65.5463
ID_b2bf0458f,60 0.146817 0.000235022 -3.08771 -3.01548 3.16828 12.5398 43 0.142108 0.231424 -3.13137 -7.17455 9.31335 51.8131 19 0.174251 0.191571 -3.11104 -3.76431 13.241 72.0206 35 0.181303 0.878712 -3.07291 0.967693 10.9139 57.4005 50 0.219128 -0.269352 -3.1088 5.14804 13.4199 70.8741 28 0.139635 0.243552 -3.08818 8.32253 15.8864 84.222 6 0.179464 0.188874 -3.09286 11.1779 14.2676 75.2656 9 0.14063 -0.222864 -3.08471 -29.3189 8.04503 51.0877 61 0.0940136 -0.031938 -3.0921 -27.6884 9.25556 56.9783 28 0.111232 0.0056292 -3.04977 -21.8823 13.195 77.307 46 0.142108 0.0859343 -3.13137 -3.73809 6.84249 34.7481 46 0.142108 0.226991 -3.13137 -9.79138 11.5365 66.1876 16 0.174251 0.0353729 -3.11105 -2.27134 13.2615 72.1225 16 0.111233 0.0178035 -3.04978 -24.8153 10.8773 64.792 2 0.179464 2.4808 -3.09286 11.7054 14.5768 75.1275
ID_05ee4bcba,37 0.172027 -3.09105 -3.10559 -17.889 5.30211 26.8683 23 0.143481 -3.02717 -3.12222 -20.2924 6.75458 36.0591 9 0.171522 -2.96319 3.13845 -21.0079 8.66811 49.328 56 0.12589 0.26849 -3.11227 -9.44825 14.4005 83.5924 43 0.135227 -0.00481311 -3.11211 -3.69123 3.45765 14.3388 54 0.144586 -2.97274 -3.13427 -25.6566 8.3378 49.031 46 0.171518 -2.83843 3.13845 -25.2189 9.35926 55.5222 16 0.171523 -2.93813 3.13845 -18.1253 8.23298 46.8374 16 0.171519 -3.02476 3.13845 -19.9901 9.55535 55.2811 2 0.171523 -2.93284 3.13845 -22.781 10.9463 65.2336 16 0.171519 -3.02178 3.13845 -21.2774 10.8646 64.2547 46 0.171518 -2.99493 3.13845 -32.5305 17.4942 106.827 16 0.12589 0.142768 -3.11228 -11.6625 12.0043 69.7545 16 0.12589 0.121565 -3.11228 -7.39367 8.78046 48.26 6 0.125891 -0.090328 -3.11228 -2.42619 7.54536 38.1454
ID_b9d84cbb6,70 0.139238 -3.13313 -3.13857 -24.2602 13.3214 77.1813 9 0.225173 2.98599 3.11799 -22.3642 14.4348 83.577 8 0.167825 -3.11525 -3.13698 -8.53611 14.4203 82.9457 66 0.186998 -0.0116089 -3.09904 -3.05888 6.41196 30.2318 16 0.157006 -0.0210104 -3.08208 -2.74634 3.72302 14.9591 28 0.155869 0.00696837 -3.08612 -3.14632 3.05835 8.83816 70 0.16302 0.0400529 -3.08809 3.3002 7.89251 36.8715 28 0.172496 -0.00825579 -3.08641 3.33875 4.99528 19.91 16 0.127723 -0.0152132 -3.11185 3.00199 2.89081 8.03893 47 0.193267 -0.0171281 -3.09359 14.2264 6.97831 28.7537 43 0.194849 -0.092671 -2.99326 12.0685 6.78635 29.1215 8 0.170055 0.0698047 -3.09958 12.9786 7.93085 36.8271 35 0.158304 0.0333418 -3.07479 13.263 11.5013 56.7817 37 0.175425 2.85691 -3.059 12.5665 15.1857 81.0963 70 0.195838 0.0691405 -2.9951 14.3725 19.7007 105.925 70 0.156939 -0.0261572 -2.93213 13.9821 22.9862 126.468 35 0.153546 -2.37031 3.13121 -24.5271 6.73555 36.5403 35 0.127942 -2.98046 -3.12592 -27.4392 9.04922 50.8235 2 0.153547 -3.13327 3.13122 -24.3356 6.11606 33.052 16 0.139231 -3.12884 -3.13857 -24.3504 14.4638 83.4769 46 0.225175 2.97761 3.11799 -28.8224 20.4053 118.667 46 0.225174 -3.08581 3.11799 -24.1696 21.4549 126.293 19 0.187161 3.928e-05 -3.09977 -0.114289 3.66309 12.0802 16 0.16302 -0.0044996 -3.08809 0.234206 6.87956 34.1405 16 0.193267 -0.0463025 -3.09359 8.28292 3.54224 12.1108 16 0.158305 0.00932702 -3.07478 11.6704 10.788 54.2826 2 0.158305 0.104656 -3.07479 14.1326 14.0194 73.1795 2 0.158305 0.063781 -3.07479 13.2527 14.0587 74.5343 71 0.175498 0.0830871 -3.05916 15.3661 19.5854 103.824 46 0.15694 -0.0207748 -2.93213 16.0659 24.3308 133.805 2 0.193267 -1.28327 -3.09359 31.7173 9.00839 42.2743 6 0.193035 -1.51851 -3.09265 25.2622 7.45257 35.4011 2 0.139236 3.00116 -3.13857 -15.6924 8.19423 43.5486
ID_9161dc66d,35 0.168489 0.0439486 -3.09608 3.05765 3.70133 11.8162 70 0.172281 -0.0111044 -3.12481 12.7815 7.67433 33.8489 35 0.17433 -3.12517 -3.13259 -4.43416 2.99119 9.8178 16 0.172281 -0.447403 -3.12481 5.69299 4.89595 19.4857 16 0.174325 3.01184 -3.13259 -10.3752 4.61018 20.0676 16 0.174321 3.12577 -3.13259 -7.52328 4.82918 22.2573 16 0.168489 -0.0102944 -3.09608 2.04593 8.99832 46.3664 46 0.168489 -0.130119 -3.09608 0.389052 12.7518 69.6035 43 0.171218 -0.147087 -3.10789 3.18343 15.0195 83.8941 2 0.172278 -2.52796 -3.1248 19.1921 8.70881 40.1017 8 0.171835 -0.638754 -3.12069 24.8123 12.1258 59.7353 16 0.172281 -0.851647 -3.12481 21.7997 11.5059 57.1485 16 0.172281 -0.533703 -3.1248 19.8919 11.1881 57.182 46 0.172281 -0.69263 -3.12481 25.1823 14.8959 77.9264 2 0.172281 -0.716965 -3.12481 21.8349 13.5496 71.6328 16 0.17228 -0.470578 -3.1248 18.403 12.7085 67.1575 16 0.172281 -0.0944526 -3.1248 12.0674 10.0754 49.4598 16 0.172281 -0.117943 -3.1248 12.8321 11.3879 57.431 16 0.168489 -3.10621 -3.09608 -4.88015 9.98023 53.5947
ID_67187a6a6,35 0.156514 0.263165 -3.08719 7.41282 4.52301 16.6334 28 0.172269 -1.00397 -3.11747 9.40973 6.09376 26.7075 12 0.161697 0.0240731 -3.0468 2.96191 4.01773 15.8932 70 0.138929 -0.437435 -3.02704 26.2393 9.04589 39.4765 61 0.114987 0.0325633 -3.08128 -9.61003 3.84422 19.8491 70 0.162598 -0.0111266 -3.10113 -15.7062 6.92883 40.3088 50 0.131565 0.139919 -3.01864 6.87229 3.80055 9.96569 50 0.143898 0.912369 -3.0593 15.9472 6.8383 31.3696 46 0.161697 0.378096 -3.0468 7.68402 16.8238 93.5886 46 0.161697 0.285751 -3.0468 6.59798 16.9809 96.4943 16 0.161698 -0.0546362 -3.04681 3.94379 16.5696 96.5487 46 0.161698 -0.0546362 -3.04681 0.04085 10.9892 60.8621 46 0.161698 -0.0546362 -3.04681 -2.62961 14.496 83.3064 16 0.162598 0.179716 -3.10113 -20.8429 10.4122 65.3792 46 0.162598 0.052039 -3.10113 -12.5457 8.71746 50.8334 2 0.114986 -0.189179 -3.08128 -19.0692 5.93067 34.6142 16 0.162598 0.0182937 -3.10113 -9.50571 5.44219 28.7554 46 0.138929 -0.421217 -3.02704 31.6533 9.71604 43.057
ID_030d81512,60 0.156958 -3.13363 -3.07985 -15.2396 10.3323 55.3427 37 0.130843 -3.11129 -3.10883 -16.7865 8.81413 47.9918 31 0.159859 -3.07549 -3.1371 -12.5624 4.92583 23.9222 46 0.159856 -3.08916 -3.1371 -18.3486 6.29327 31.3633
ID_643a9aaae,31 0.132578 3.09145 -3.09282 -9.34338 3.93951 16.5424 37 0.192549 -3.06703 -3.10431 -9.36071 4.52557 21.3116 35 0.164517 -3.12378 -3.13248 -5.51014 5.03721 22.2365 28 0.158703 0.0344016 -3.12608 -9.77099 6.22195 30.4251 35 0.0683279 0.227609 -3.11435 13.3763 5.58256 23.2643 56 0.163927 -0.0471808 -3.07108 5.48992 4.8301 19.4789 16 0.194293 0.0974481 -3.06641 3.13921 4.69485 18.7621 40 0.128536 0.0760411 -3.07187 5.28847 9.50279 45.2297 28 0.225288 3.03195 -3.09422 2.23957 6.69268 31.3228 46 0.164517 -3.12754 -3.13248 -12.881 11.9561 63.884 16 0.0683255 1.4943 -3.11436 6.14869 3.62474 15.2094 46 0.225289 -2.18634 -3.09422 3.08321 5.3802 25.7525 16 0.164511 3.12967 -3.13248 -9.51685 9.22318 50.2167 48 0.164673 -3.14033 -3.13599 -12.152 13.5022 73.5643 6 0.164692 -3.06622 3.13667 -11.1294 9.42012 49.3664
ID_8ce5f9f17,23 0.135701 -3.10882 -3.04325 -18.0002 5.24439 29.3634 7 0.327085 -0.0633152 -3.07608 3.18299 4.75796 19.5422 50 0.150882 0.0583538 -3.07252 6.48408 4.82518 19.4831 61 0.139582 0.00213686 -3.08501 8.82118 4.83489 19.5807 35 0.149781 -0.0232171 -3.1344 10.0949 4.60207 15.3027 37 0.155298 -0.100659 -3.13465 7.27483 6.14832 27.3331 35 0.174355 -1.66225 -3.08203 -13.6115 10.2741 63.3329 43 0.0967965 -2.26433 -3.01851 -25.5035 9.65637 63.2256 46 0.327085 -0.139642 -3.07608 1.21988 5.96949 27.3489 46 0.327086 -0.209075 -3.07608 5.34285 7.89133 39.0719 46 0.155298 -0.325498 -3.13465 8.2295 6.80318 33.0503 46 0.327085 -1.03309 -3.07609 12.5808 11.8278 60.5781 16 0.17435 -1.70268 -3.08202 -19.9084 10.2449 67.6612 71 0.117345 -1.06783 -3.03791 -32.319 12.8205 85.1986 16 0.155295 1.70502 -3.13465 29.3276 20.255 111.569 46 0.155301 -2.98505 -3.13465 31.7713 26.7109 152.171
